fips_county,state,county_name,pop,gov_name,gov_party,issuer_name,issuer_number,INTPTLAT,INTPTLONG
1065,AL,"Hale County, Alabama",14952,Kay Ivey,Republican,1.0,1,32.752796,-87.623061
1067,AL,"Henry County, Alabama",17164,Kay Ivey,Republican,1.0,1,31.516978,-85.239971
1069,AL,"Houston County, Alabama",104056,Kay Ivey,Republican,1.0,1,31.158193,-85.296398
1071,AL,"Jackson County, Alabama",52138,Kay Ivey,Republican,1.0,1,34.764114,-85.980056
1073,AL,"Jefferson County, Alabama",659521,Kay Ivey,Republican,1.0,1,33.553444,-86.896536
1075,AL,"Lamar County, Alabama",13918,Kay Ivey,Republican,1.0,1,33.787085,-88.087431
1077,AL,"Lauderdale County, Alabama",92318,Kay Ivey,Republican,1.0,1,34.904122,-87.650997
1079,AL,"Lawrence County, Alabama",33244,Kay Ivey,Republican,1.0,1,34.529776,-87.321865
1081,AL,"Lee County, Alabama",158991,Kay Ivey,Republican,1.0,1,32.604064,-85.353048
1083,AL,"Limestone County, Alabama",92753,Kay Ivey,Republican,1.0,1,34.810239,-86.981399
1085,AL,"Lowndes County, Alabama",10358,Kay Ivey,Republican,1.0,1,32.147888,-86.650586
1087,AL,"Macon County, Alabama",18963,Kay Ivey,Republican,1.0,1,32.387027,-85.692887
1089,AL,"Madison County, Alabama",356967,Kay Ivey,Republican,1.0,1,34.764238,-86.55108
1091,AL,"Marengo County, Alabama",19673,Kay Ivey,Republican,1.0,1,32.247591,-87.791091
1093,AL,"Marion County, Alabama",29998,Kay Ivey,Republican,1.0,1,34.138219,-87.881551
1095,AL,"Marshall County, Alabama",95157,Kay Ivey,Republican,1.0,1,34.309564,-86.321668
1097,AL,"Mobile County, Alabama",414836,Kay Ivey,Republican,1.0,1,30.684572,-88.196568
1099,AL,"Monroe County, Alabama",21530,Kay Ivey,Republican,1.0,1,31.580332,-87.383266
1101,AL,"Montgomery County, Alabama",226349,Kay Ivey,Republican,1.0,1,32.202881,-86.204461
1103,AL,"Morgan County, Alabama",119012,Kay Ivey,Republican,1.0,1,34.454484,-86.846402
1105,AL,"Perry County, Alabama",9574,Kay Ivey,Republican,1.0,1,32.639005,-87.293827
1107,AL,"Pickens County, Alabama",20324,Kay Ivey,Republican,1.0,1,33.296793,-88.096863
1109,AL,"Pike County, Alabama",33286,Kay Ivey,Republican,1.0,1,31.798651,-85.941604
1111,AL,"Randolph County, Alabama",22652,Kay Ivey,Republican,1.0,1,33.296475,-85.464068
1113,AL,"Russell County, Alabama",58172,Kay Ivey,Republican,1.0,1,32.289811,-85.18698
1115,AL,"St. Clair County, Alabama",88019,Kay Ivey,Republican,1.0,1,33.712963,-86.315663
1117,AL,"Shelby County, Alabama",210622,Kay Ivey,Republican,1.0,1,33.263043,-86.678089
1119,AL,"Sumter County, Alabama",13040,Kay Ivey,Republican,1.0,1,32.597481,-88.200057
1121,AL,"Talladega County, Alabama",80103,Kay Ivey,Republican,1.0,1,33.369314,-86.17593
1123,AL,"Tallapoosa County, Alabama",40727,Kay Ivey,Republican,1.0,1,32.863369,-85.799553
1125,AL,"Tuscaloosa County, Alabama",206102,Kay Ivey,Republican,1.0,1,33.290242,-87.522735
1127,AL,"Walker County, Alabama",64967,Kay Ivey,Republican,1.0,1,33.791558,-87.301094
1129,AL,"Washington County, Alabama",16756,Kay Ivey,Republican,1.0,1,31.405217,-88.197564
1131,AL,"Wilcox County, Alabama",10986,Kay Ivey,Republican,1.0,1,31.990085,-87.304907
1133,AL,"Winston County, Alabama",23805,Kay Ivey,Republican,1.0,1,34.154607,-87.36529
5001,AR,"Arkansas County, Arkansas",18214,Asa Hutchinson,Republican,4.0,3+,34.28957,-91.376547
5003,AR,"Ashley County, Arkansas",20492,Asa Hutchinson,Republican,4.0,3+,33.190835,-91.772267
5005,AR,"Baxter County, Arkansas",41062,Asa Hutchinson,Republican,4.0,3+,36.28071,-92.330438
5007,AR,"Benton County, Arkansas",258291,Asa Hutchinson,Republican,4.0,3+,36.337825,-94.256187
5009,AR,"Boone County, Arkansas",37304,Asa Hutchinson,Republican,4.0,3+,36.304308,-93.079204
5011,AR,"Bradley County, Arkansas",10996,Asa Hutchinson,Republican,4.0,3+,33.466549,-92.169156
5013,AR,"Calhoun County, Arkansas",5144,Asa Hutchinson,Republican,3.0,3+,33.56046,-92.513879
5015,AR,"Carroll County, Arkansas",27646,Asa Hutchinson,Republican,4.0,3+,36.337774,-93.541663
5017,AR,"Chicot County, Arkansas",10945,Asa Hutchinson,Republican,4.0,3+,33.267139,-91.297158
5019,AR,"Clark County, Arkansas",22657,Asa Hutchinson,Republican,4.0,3+,34.053316,-93.176208
5021,AR,"Clay County, Arkansas",14920,Asa Hutchinson,Republican,4.0,3+,36.367302,-90.418704
5023,AR,"Cleburne County, Arkansas",25264,Asa Hutchinson,Republican,4.0,3+,35.566315,-92.05995
5025,AR,"Cleveland County, Arkansas",8241,Asa Hutchinson,Republican,4.0,3+,33.893201,-92.188714
5027,AR,"Columbia County, Arkansas",23901,Asa Hutchinson,Republican,3.0,3+,33.223038,-93.232843
5029,AR,"Conway County, Arkansas",20937,Asa Hutchinson,Republican,4.0,3+,35.265702,-92.689248
5031,AR,"Craighead County, Arkansas",105835,Asa Hutchinson,Republican,4.0,3+,35.827729,-90.631421
5033,AR,"Crawford County, Arkansas",62267,Asa Hutchinson,Republican,3.0,3+,35.583041,-94.236224
5035,AR,"Crittenden County, Arkansas",49235,Asa Hutchinson,Republican,4.0,3+,35.211878,-90.315331
5037,AR,"Cross County, Arkansas",17037,Asa Hutchinson,Republican,4.0,3+,35.285692,-90.763984
5039,AR,"Dallas County, Arkansas",7469,Asa Hutchinson,Republican,4.0,3+,33.967823,-92.653999
5041,AR,"Desha County, Arkansas",11876,Asa Hutchinson,Republican,4.0,3+,33.828752,-91.244103
5043,AR,"Drew County, Arkansas",18651,Asa Hutchinson,Republican,4.0,3+,33.587242,-91.722778
5045,AR,"Faulkner County, Arkansas",122227,Asa Hutchinson,Republican,4.0,3+,35.146343,-92.324646
5047,AR,"Franklin County, Arkansas",17626,Asa Hutchinson,Republican,3.0,3+,35.508558,-93.887665
5049,AR,"Fulton County, Arkansas",12123,Asa Hutchinson,Republican,4.0,3+,36.383619,-91.819664
5051,AR,"Garland County, Arkansas",97477,Asa Hutchinson,Republican,4.0,3+,34.578861,-93.146915
5053,AR,"Grant County, Arkansas",18082,Asa Hutchinson,Republican,4.0,3+,34.285568,-92.422979
5055,AR,"Greene County, Arkansas",44598,Asa Hutchinson,Republican,4.0,3+,36.120607,-90.566346
5057,AR,"Hempstead County, Arkansas",21974,Asa Hutchinson,Republican,3.0,3+,33.728611,-93.665809
5059,AR,"Hot Spring County, Arkansas",33374,Asa Hutchinson,Republican,4.0,3+,34.315177,-92.944147
5061,AR,"Howard County, Arkansas",13377,Asa Hutchinson,Republican,3.0,3+,34.083064,-93.990931
5063,AR,"Independence County, Arkansas",37168,Asa Hutchinson,Republican,4.0,3+,35.737499,-91.559942
5065,AR,"Izard County, Arkansas",13433,Asa Hutchinson,Republican,4.0,3+,36.094879,-91.913625
5067,AR,"Jackson County, Arkansas",17221,Asa Hutchinson,Republican,4.0,3+,35.596605,-91.223178
5069,AR,"Jefferson County, Arkansas",70016,Asa Hutchinson,Republican,4.0,3+,34.277695,-91.930701
5071,AR,"Johnson County, Arkansas",26176,Asa Hutchinson,Republican,3.0,3+,35.573359,-93.466322
5073,AR,"Lafayette County, Arkansas",6847,Asa Hutchinson,Republican,3.0,3+,33.240629,-93.611514
5075,AR,"Lawrence County, Arkansas",16735,Asa Hutchinson,Republican,4.0,3+,36.041098,-91.101153
5077,AR,"Lee County, Arkansas",9310,Asa Hutchinson,Republican,4.0,3+,34.779858,-90.779345
5079,AR,"Lincoln County, Arkansas",13705,Asa Hutchinson,Republican,4.0,3+,33.957675,-91.727626
5081,AR,"Little River County, Arkansas",12451,Asa Hutchinson,Republican,3.0,3+,33.699497,-94.229774
5083,AR,"Logan County, Arkansas",21792,Asa Hutchinson,Republican,3.0,3+,35.218654,-93.72091
5085,AR,"Lonoke County, Arkansas",72228,Asa Hutchinson,Republican,4.0,3+,34.755114,-91.894132
5087,AR,"Madison County, Arkansas",16072,Asa Hutchinson,Republican,4.0,3+,36.012545,-93.724053
5089,AR,"Marion County, Arkansas",16325,Asa Hutchinson,Republican,4.0,3+,36.266672,-92.678567
5091,AR,"Miller County, Arkansas",43787,Asa Hutchinson,Republican,3.0,3+,33.305505,-93.901502
5093,AR,"Mississippi County, Arkansas",42835,Asa Hutchinson,Republican,4.0,3+,35.766943,-90.052209
5095,AR,"Monroe County, Arkansas",7169,Asa Hutchinson,Republican,4.0,3+,34.679512,-91.20331
5097,AR,"Montgomery County, Arkansas",8879,Asa Hutchinson,Republican,4.0,3+,34.545581,-93.66333
5099,AR,"Nevada County, Arkansas",8398,Asa Hutchinson,Republican,3.0,3+,33.666699,-93.305072
5101,AR,"Newton County, Arkansas",7936,Asa Hutchinson,Republican,4.0,3+,35.910742,-93.215899
5103,AR,"Ouachita County, Arkansas",24098,Asa Hutchinson,Republican,3.0,3+,33.59116,-92.878415
5105,AR,"Perry County, Arkansas",10132,Asa Hutchinson,Republican,4.0,3+,34.946363,-92.926877
5107,AR,"Phillips County, Arkansas",18975,Asa Hutchinson,Republican,4.0,3+,34.423687,-90.855593
5109,AR,"Pike County, Arkansas",10832,Asa Hutchinson,Republican,4.0,3+,34.158191,-93.658659
5111,AR,"Poinsett County, Arkansas",24023,Asa Hutchinson,Republican,4.0,3+,35.56887,-90.681104
5113,AR,"Polk County, Arkansas",20173,Asa Hutchinson,Republican,3.0,3+,34.490915,-94.230884
5115,AR,"Pope County, Arkansas",63779,Asa Hutchinson,Republican,4.0,3+,35.456557,-93.026818
5117,AR,"Prairie County, Arkansas",8251,Asa Hutchinson,Republican,4.0,3+,34.831116,-91.55362
5119,AR,"Pulaski County, Arkansas",393250,Asa Hutchinson,Republican,4.0,3+,34.770311,-92.312996
5121,AR,"Randolph County, Arkansas",17448,Asa Hutchinson,Republican,4.0,3+,36.341298,-91.028441
5123,AR,"St. Francis County, Arkansas",26196,Asa Hutchinson,Republican,4.0,3+,35.014026,-90.742138
5125,AR,"Saline County, Arkansas",118703,Asa Hutchinson,Republican,4.0,3+,34.648525,-92.674463
5127,AR,"Scott County, Arkansas",10277,Asa Hutchinson,Republican,3.0,3+,34.858869,-94.063641
5129,AR,"Searcy County, Arkansas",7967,Asa Hutchinson,Republican,4.0,3+,35.896387,-92.695888
5131,AR,"Sebastian County, Arkansas",127793,Asa Hutchinson,Republican,3.0,3+,35.196981,-94.274989
5133,AR,"Sevier County, Arkansas",16910,Asa Hutchinson,Republican,3.0,3+,33.994877,-94.243279
5135,AR,"Sharp County, Arkansas",17157,Asa Hutchinson,Republican,4.0,3+,36.173399,-91.471069
5137,AR,"Stone County, Arkansas",12539,Asa Hutchinson,Republican,4.0,3+,35.857031,-92.140573
5139,AR,"Union County, Arkansas",39887,Asa Hutchinson,Republican,3.0,3+,33.168219,-92.598145
5141,AR,"Van Buren County, Arkansas",16628,Asa Hutchinson,Republican,4.0,3+,35.582953,-92.515976
5143,AR,"Washington County, Arkansas",228049,Asa Hutchinson,Republican,4.0,3+,35.971209,-94.218417
5145,AR,"White County, Arkansas",79263,Asa Hutchinson,Republican,4.0,3+,35.255118,-91.753034
5147,AR,"Woodruff County, Arkansas",6641,Asa Hutchinson,Republican,4.0,3+,35.192777,-91.244535
5149,AR,"Yell County, Arkansas",21552,Asa Hutchinson,Republican,4.0,3+,34.997713,-93.408303
4001,AZ,"Apache County, Arizona",73112,Doug Ducey,Republican,1.0,1,35.385084,-109.490172
4003,AZ,"Cochise County, Arizona",125770,Doug Ducey,Republican,1.0,1,31.840129,-109.775163
4005,AZ,"Coconino County, Arizona",140908,Doug Ducey,Republican,1.0,1,35.829692,-111.773728
4007,AZ,"Gila County, Arizona",53556,Doug Ducey,Republican,1.0,1,33.789618,-110.81187
4009,AZ,"Graham County, Arizona",37599,Doug Ducey,Republican,1.0,1,32.931828,-109.87831
4011,AZ,"Greenlee County, Arizona",9613,Doug Ducey,Republican,1.0,1,33.238872,-109.242323
4012,AZ,"La Paz County, Arizona",20317,Doug Ducey,Republican,1.0,1,33.72761,-114.038806
4013,AZ,"Maricopa County, Arizona",4242997,Doug Ducey,Republican,1.0,1,33.346541,-112.495534
4015,AZ,"Mohave County, Arizona",205249,Doug Ducey,Republican,1.0,1,35.717705,-113.749689
4017,AZ,"Navajo County, Arizona",110026,Doug Ducey,Republican,1.0,1,35.390785,-110.321025
4019,AZ,"Pima County, Arizona",1016206,Doug Ducey,Republican,2.0,2,32.128523,-111.783027
4021,AZ,"Pinal County, Arizona",418540,Doug Ducey,Republican,1.0,1,32.919038,-111.367005
4023,AZ,"Santa Cruz County, Arizona",45985,Doug Ducey,Republican,1.0,1,31.525733,-110.845228
4025,AZ,"Yavapai County, Arizona",225562,Doug Ducey,Republican,1.0,1,34.631212,-112.577385
4027,AZ,"Yuma County, Arizona",205631,Doug Ducey,Republican,1.0,1,32.773942,-113.910905
6001,CA,"Alameda County, California",1647704,Jerry Brown,Democratic,3.0,3+,37.648327,-121.912928
6003,CA,"Alpine County, California",1071,Jerry Brown,Democratic,2.0,2,38.621783,-119.798352
6005,CA,"Amador County, California",37383,Jerry Brown,Democratic,3.0,3+,38.44355,-120.653856
6007,CA,"Butte County, California",226864,Jerry Brown,Democratic,2.0,2,39.665959,-121.601919
6009,CA,"Calaveras County, California",45171,Jerry Brown,Democratic,2.0,2,38.1839,-120.561442
6011,CA,"Colusa County, California",21588,Jerry Brown,Democratic,2.0,2,39.177739,-122.237563
6013,CA,"Contra Costa County, California",1135127,Jerry Brown,Democratic,4.0,3+,37.919479,-121.951543
6015,CA,"Del Norte County, California",27540,Jerry Brown,Democratic,2.0,2,41.749903,-123.980998
6017,CA,"El Dorado County, California",185625,Jerry Brown,Democratic,5.0,3+,38.785532,-120.534398
6019,CA,"Fresno County, California",979915,Jerry Brown,Democratic,4.0,3+,36.761006,-119.655019
6021,CA,"Glenn County, California",28085,Jerry Brown,Democratic,2.0,2,39.602546,-122.4017
6023,CA,"Humboldt County, California",136646,Jerry Brown,Democratic,2.0,2,40.706673,-123.925818
6025,CA,"Imperial County, California",180883,Jerry Brown,Democratic,4.0,3+,33.040814,-115.3554
6027,CA,"Inyo County, California",18144,Jerry Brown,Democratic,2.0,2,36.561977,-117.403927
6029,CA,"Kern County, California",884788,Jerry Brown,Democratic,4.0,3+,35.346629,-118.729506
6031,CA,"Kings County, California",149785,Jerry Brown,Democratic,4.0,3+,36.072478,-119.81553
6033,CA,"Lake County, California",64116,Jerry Brown,Democratic,2.0,2,39.094802,-122.746757
6035,CA,"Lassen County, California",30870,Jerry Brown,Democratic,2.0,2,40.721086,-120.629952
6037,CA,"Los Angeles County, California",10137915,Jerry Brown,Democratic,13.0,3+,34.196398,-118.261862
6039,CA,"Madera County, California",154697,Jerry Brown,Democratic,4.0,3+,37.209821,-119.749802
6041,CA,"Marin County, California",260651,Jerry Brown,Democratic,5.0,3+,38.051817,-122.745974
6043,CA,"Mariposa County, California",17410,Jerry Brown,Democratic,3.0,3+,37.570033,-119.91286
6045,CA,"Mendocino County, California",87628,Jerry Brown,Democratic,2.0,2,39.432388,-123.442881
6047,CA,"Merced County, California",268672,Jerry Brown,Democratic,3.0,3+,37.194806,-120.722802
6049,CA,"Modoc County, California",8795,Jerry Brown,Democratic,2.0,2,41.592918,-120.71837
6051,CA,"Mono County, California",13981,Jerry Brown,Democratic,2.0,2,37.915836,-118.875167
6053,CA,"Monterey County, California",435232,Jerry Brown,Democratic,2.0,2,36.240107,-121.315572
6055,CA,"Napa County, California",142166,Jerry Brown,Democratic,5.0,3+,38.5071,-122.325904
6057,CA,"Nevada County, California",99107,Jerry Brown,Democratic,3.0,3+,39.297508,-120.771343
6059,CA,"Orange County, California",3172532,Jerry Brown,Democratic,6.0,3+,33.675687,-117.777207
6061,CA,"Placer County, California",380531,Jerry Brown,Democratic,5.0,3+,39.062032,-120.722718
6063,CA,"Plumas County, California",18627,Jerry Brown,Democratic,2.0,2,39.992295,-120.824371
6065,CA,"Riverside County, California",2387741,Jerry Brown,Democratic,5.0,3+,33.729828,-116.002239
6067,CA,"Sacramento County, California",1514460,Jerry Brown,Democratic,5.0,3+,38.450011,-121.340441
6069,CA,"San Benito County, California",59414,Jerry Brown,Democratic,2.0,2,36.610702,-121.085296
6071,CA,"San Bernardino County, California",2140096,Jerry Brown,Democratic,5.0,3+,34.85722,-116.181197
6073,CA,"San Diego County, California",3317749,Jerry Brown,Democratic,6.0,3+,33.023604,-116.776117
6075,CA,"San Francisco County, California",870887,Jerry Brown,Democratic,6.0,3+,37.727239,-123.032229
6077,CA,"San Joaquin County, California",733709,Jerry Brown,Democratic,4.0,3+,37.934982,-121.272244
6079,CA,"San Luis Obispo County, California",282887,Jerry Brown,Democratic,2.0,2,35.385226,-120.447542
6081,CA,"San Mateo County, California",764797,Jerry Brown,Democratic,5.0,3+,37.414663,-122.371545
6083,CA,"Santa Barbara County, California",446170,Jerry Brown,Democratic,2.0,2,34.537057,-120.039973
6085,CA,"Santa Clara County, California",1919402,Jerry Brown,Democratic,5.0,3+,37.220777,-121.690622
6087,CA,"Santa Cruz County, California",274673,Jerry Brown,Democratic,4.0,3+,37.012488,-122.007205
6089,CA,"Shasta County, California",179631,Jerry Brown,Democratic,2.0,2,40.760514,-122.043556
6091,CA,"Sierra County, California",2947,Jerry Brown,Democratic,2.0,2,39.576925,-120.521993
6093,CA,"Siskiyou County, California",43603,Jerry Brown,Democratic,2.0,2,41.587986,-122.533287
6095,CA,"Solano County, California",440207,Jerry Brown,Democratic,5.0,3+,38.267226,-121.939594
6097,CA,"Sonoma County, California",503070,Jerry Brown,Democratic,5.0,3+,38.525182,-122.92611
6099,CA,"Stanislaus County, California",541560,Jerry Brown,Democratic,4.0,3+,37.562384,-121.002656
6101,CA,"Sutter County, California",96651,Jerry Brown,Democratic,3.0,3+,39.03619,-121.70394
6103,CA,"Tehama County, California",63276,Jerry Brown,Democratic,2.0,2,40.126156,-122.232276
6105,CA,"Trinity County, California",12782,Jerry Brown,Democratic,2.0,2,40.647724,-123.114404
6107,CA,"Tulare County, California",460437,Jerry Brown,Democratic,4.0,3+,36.228824,-118.781061
6109,CA,"Tuolumne County, California",53804,Jerry Brown,Democratic,2.0,2,38.021434,-119.964733
6111,CA,"Ventura County, California",849738,Jerry Brown,Democratic,3.0,3+,34.358741,-119.133143
6113,CA,"Yolo County, California",215802,Jerry Brown,Democratic,5.0,3+,38.679595,-121.902441
6115,CA,"Yuba County, California",75275,Jerry Brown,Democratic,3.0,3+,39.266247,-121.340781
8001,CO,"Adams County, Colorado",498187,John Hickenlooper,Democratic,4.0,3+,39.874325,-104.331872
8003,CO,"Alamosa County, Colorado",16654,John Hickenlooper,Democratic,2.0,2,37.568442,-105.788041
8005,CO,"Arapahoe County, Colorado",637068,John Hickenlooper,Democratic,5.0,3+,39.644554,-104.331706
8007,CO,"Archuleta County, Colorado",12854,John Hickenlooper,Democratic,1.0,1,37.202395,-107.050863
8009,CO,"Baca County, Colorado",3568,John Hickenlooper,Democratic,2.0,2,37.306693,-102.537758
8011,CO,"Bent County, Colorado",5861,John Hickenlooper,Democratic,2.0,2,37.931891,-103.077584
8013,CO,"Boulder County, Colorado",322226,John Hickenlooper,Democratic,4.0,3+,40.09497,-105.397691
8014,CO,"Broomfield County, Colorado",66529,John Hickenlooper,Democratic,4.0,3+,39.953302,-105.052038
8015,CO,"Chaffee County, Colorado",19058,John Hickenlooper,Democratic,2.0,2,38.738224,-106.316685
8017,CO,"Cheyenne County, Colorado",1848,John Hickenlooper,Democratic,2.0,2,38.835386,-102.604585
8019,CO,"Clear Creek County, Colorado",9436,John Hickenlooper,Democratic,2.0,2,39.689403,-105.670783
8021,CO,"Conejos County, Colorado",8129,John Hickenlooper,Democratic,2.0,2,37.213406,-106.176447
8023,CO,"Costilla County, Colorado",3721,John Hickenlooper,Democratic,2.0,2,37.277547,-105.42894
8025,CO,"Crowley County, Colorado",5694,John Hickenlooper,Democratic,3.0,3+,38.30618,-103.772736
8027,CO,"Custer County, Colorado",4602,John Hickenlooper,Democratic,3.0,3+,38.101994,-105.373515
8029,CO,"Delta County, Colorado",30442,John Hickenlooper,Democratic,1.0,1,38.861756,-107.864757
8031,CO,"Denver County, Colorado",693060,John Hickenlooper,Democratic,5.0,3+,39.76185,-104.881105
8033,CO,"Dolores County, Colorado",2056,John Hickenlooper,Democratic,1.0,1,37.747602,-108.530383
8035,CO,"Douglas County, Colorado",328632,John Hickenlooper,Democratic,4.0,3+,39.325414,-104.925987
8037,CO,"Eagle County, Colorado",53989,John Hickenlooper,Democratic,3.0,3+,39.626992,-106.695169
8039,CO,"Elbert County, Colorado",25231,John Hickenlooper,Democratic,3.0,3+,39.310582,-104.117729
8041,CO,"El Paso County, Colorado",688284,John Hickenlooper,Democratic,5.0,3+,38.827383,-104.527472
8043,CO,"Fremont County, Colorado",47446,John Hickenlooper,Democratic,3.0,3+,38.45517,-105.424958
8045,CO,"Garfield County, Colorado",58887,John Hickenlooper,Democratic,2.0,2,39.599352,-107.90978
8047,CO,"Gilpin County, Colorado",5931,John Hickenlooper,Democratic,2.0,2,39.861156,-105.528878
