year,HS2002_6d,country1,country2,val_exp_ijp
2014,540710,8,381,6.414000034332275
2014,540710,12,251,2.373989343643189
2014,540710,32,76,192.6723785400391
2014,540710,32,152,10.03306770324707
2014,540710,32,218,19.80683326721191
2014,540710,32,484,43.73799896240234
2014,540710,32,600,33.37707138061523
2014,540710,32,604,14.8100004196167
2014,540710,32,858,329.4571838378906
2014,540710,36,58,7.209000110626221
2014,540710,36,144,104.2669982910156
2014,540710,36,156,73.75599670410156
2014,540710,36,242,86.26499938964844
2014,540710,36,344,233.3009948730469
2014,540710,36,381,28.98399925231934
2014,540710,36,392,4.162000179290772
2014,540710,36,458,235.9136810302734
2014,540710,36,462,1.065000057220459
2014,540710,36,480,17.5319995880127
2014,540710,36,490,8.128999710083008
2014,540710,36,528,1.075000047683716
2014,540710,36,540,39.38677978515625
2014,540710,36,554,253.82763671875
2014,540710,36,598,18.17600059509277
2014,540710,36,616,72.82399749755859
2014,540710,36,634,2.888999938964844
2014,540710,36,702,82.61916351318359
2014,540710,36,704,17.92099952697754
2014,540710,36,711,32.808349609375
2014,540710,36,724,1.023000001907349
2014,540710,36,764,2052.11865234375
2014,540710,36,784,45.84700012207031
2014,540710,36,826,6.535211563110352
2014,540710,36,842,7.147514343261719
2014,540710,40,36,6.132999897003174
2014,540710,40,58,2.089800119400024
2014,540710,40,76,165.3809967041016
2014,540710,40,100,23.24300003051758
2014,540710,40,112,24.20000076293945
2014,540710,40,152,30.92411041259766
2014,540710,40,170,3.770999908447266
2014,540710,40,191,129.7402038574219
2014,540710,40,203,88.38236236572266
2014,540710,40,208,135.482666015625
2014,540710,40,246,4.410323143005371
2014,540710,40,251,54.00007629394531
2014,540710,40,276,1383.84716796875
2014,540710,40,300,5.460757732391357
2014,540710,40,348,161.3104400634766
2014,540710,40,364,25.04800033569336
2014,540710,40,376,190
2014,540710,40,381,116.2067031860352
2014,540710,40,392,8.451999664306641
2014,540710,40,398,19.61513137817383
2014,540710,40,470,61.00199890136719
2014,540710,40,484,92.54491424560547
2014,540710,40,528,232.7482757568359
2014,540710,40,579,44.84882354736328
2014,540710,40,616,361.9549865722656
2014,540710,40,620,1.408017873764038
2014,540710,40,642,182.6172637939453
2014,540710,40,643,70.13893127441406
2014,540710,40,688,38.90792465209961
2014,540710,40,703,55.66657638549805
2014,540710,40,705,40.32953262329102
2014,540710,40,711,5.110126972198486
2014,540710,40,724,85.02561187744141
2014,540710,40,752,46.59500122070313
2014,540710,40,757,41.71918869018555
2014,540710,40,788,12.47700023651123
2014,540710,40,792,23.10199928283691
2014,540710,40,804,2700.36376953125
2014,540710,40,826,48.83477401733398
2014,540710,40,842,11.95371150970459
2014,540710,48,414,1.249015688896179
2014,540710,48,682,626.218994140625
2014,540710,48,784,1.202999949455261
2014,540710,50,410,67.6510009765625
2014,540710,50,704,270.2630004882813
2014,540710,50,764,1.473999977111816
2014,540710,58,12,201.3275146484375
2014,540710,58,36,14.331467628479
2014,540710,58,40,9.66585636138916
2014,540710,58,76,95.00806427001953
2014,540710,58,100,17.49799919128418
2014,540710,58,108,2.964999914169312
2014,540710,58,124,5.052999973297119
2014,540710,58,156,6.602000236511231
2014,540710,58,170,72.52406311035156
2014,540710,58,196,3.551590442657471
2014,540710,58,203,7.279278755187988
2014,540710,58,204,14.22900009155273
2014,540710,58,208,1.489872813224793
2014,540710,58,246,96.80228424072266
2014,540710,58,251,14760.3740234375
2014,540710,58,268,4.52299976348877
2014,540710,58,276,4340.94873046875
2014,540710,58,300,89.90357208251953
2014,540710,58,344,94.07060241699219
2014,540710,58,348,113.8638153076172
2014,540710,58,352,1.075999975204468
2014,540710,58,360,2.264339208602905
2014,540710,58,372,5.063000202178955
2014,540710,58,381,957.8912963867188
2014,540710,58,392,14.38500022888184
2014,540710,58,410,30.68595504760742
2014,540710,58,414,1.001000046730042
2014,540710,58,422,1.20607340335846
2014,540710,58,428,10.18051338195801
2014,540710,58,440,21.88400077819824
2014,540710,58,450,110.6460037231445
2014,540710,58,458,55.13999938964844
2014,540710,58,484,3.641000032424927
2014,540710,58,490,4.907000064849854
2014,540710,58,504,55.88290023803711
2014,540710,58,528,334.0994567871094
2014,540710,58,554,67.18050384521484
2014,540710,58,566,52.9640007019043
2014,540710,58,579,7.643298625946045
2014,540710,58,586,89.32099914550781
2014,540710,58,608,9.949999809265137
2014,540710,58,616,657.29541015625
2014,540710,58,620,403.8612670898438
2014,540710,58,642,1884.585571289063
2014,540710,58,643,70.18096923828125
2014,540710,58,699,9.148941993713379
2014,540710,58,703,21.27499961853027
2014,540710,58,704,124.6529998779297
2014,540710,58,705,292.8967590332031
2014,540710,58,711,4.402999877929688
2014,540710,58,724,226.9751739501953
2014,540710,58,752,24.13849830627441
2014,540710,58,757,39.85599899291992
2014,540710,58,764,410.9080200195313
2014,540710,58,784,2.148000001907349
2014,540710,58,788,344.6659851074219
2014,540710,58,792,12.22372627258301
2014,540710,58,804,40.61255645751953
2014,540710,58,826,32.33583068847656
2014,540710,58,842,213.7000122070313
2014,540710,68,12,47.0099983215332
2014,540710,70,40,1.238999962806702
2014,540710,70,191,8.072798728942871
2014,540710,70,276,3.049999952316284
2014,540710,70,381,1.452000021934509
2014,540710,70,688,1.866000056266785
2014,540710,70,757,3.959877014160156
2014,540710,76,24,14.77400016784668
2014,540710,76,32,887.4510498046875
2014,540710,76,68,3.601901054382324
2014,540710,76,156,3.016999959945679
2014,540710,76,170,4.252475261688232
2014,540710,76,214,41.62900161743164
2014,540710,76,226,3.467000007629395
2014,540710,76,320,35.7736701965332
2014,540710,76,376,5.768537998199463
2014,540710,76,470,46.31000137329102
2014,540710,76,484,407.375
2014,540710,76,528,1.383999943733215
2014,540710,76,558,15.14299964904785
2014,540710,76,591,9.406000137329102
2014,540710,76,600,199.6735534667969
2014,540710,76,604,4.317324161529541
2014,540710,76,711,22.58178901672363
2014,540710,76,724,2.491007089614868
2014,540710,76,764,1.908591508865356
2014,540710,76,842,10.524658203125
2014,540710,76,862,4.078999996185303
2014,540710,100,8,15.11900043487549
2014,540710,100,58,12.11982440948486
2014,540710,100,70,13.67500019073486
2014,540710,100,203,1.273000001907349
2014,540710,100,208,4.750264167785645
2014,540710,100,251,64.54143524169922
2014,540710,100,300,243.7398834228516
2014,540710,100,381,10.28503608703613
2014,540710,100,528,11.30099964141846
2014,540710,100,642,91.63691711425781
2014,540710,100,643,93.96047973632813
2014,540710,100,688,93.17532348632813
2014,540710,100,724,23.00799942016602
2014,540710,100,764,1.159999966621399
2014,540710,100,807,16.10976219177246
2014,540710,100,826,5.006999969482422
2014,540710,112,276,10.19999980926514
2014,540710,112,528,83.90000152587891
2014,540710,112,643,9395.3583984375
2014,540710,112,818,328.6260070800781
2014,540710,116,360,181.6360015869141
2014,540710,116,699,6.563000202178955
2014,540710,116,702,1.587000012397766
2014,540710,116,704,39.10599899291992
2014,540710,124,32,2.364000082015991
2014,540710,124,36,28.33240127563477
2014,540710,124,52,3.029000043869019
2014,540710,124,76,13.20600032806397
2014,540710,124,152,13.30120372772217
2014,540710,124,156,245.3805694580078
2014,540710,124,170,33.42699813842773
2014,540710,124,214,112.6239852905273
2014,540710,124,242,31.6200008392334
2014,540710,124,251,2.093860387802124
2014,540710,124,276,76.26410675048828
2014,540710,124,304,10.84700012207031
2014,540710,124,344,20.45700073242188
2014,540710,124,360,4.668319225311279
2014,540710,124,372,26.22627830505371
2014,540710,124,392,30.02499961853027
2014,540710,124,410,17.33499908447266
2014,540710,124,440,19.98941612243652
2014,540710,124,484,17.63801956176758
2014,540710,124,528,74.14830780029297
2014,540710,124,554,7.542131900787354
